"URL","Institution Name","Index Herbariorum Record","Institution Code","Additional Institution Names","Institutional Discipline","URL for main institutional website","URL for institutional specimen catalog","URL for institutional webservices","Institutional LSID","Cool URI","Status of Institution","Institutional Governance","Institution Type","Description of Institution","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","CITES permit number","Date herbarium was founded","Geographic coverage of herbarium","Taxonomic coverage of herbarium","Number of specimens in herbarium","Incorporated Herbaria","Serials published by Institution"
"http://grbio.org/institution/chadron-state-college","Chadron State College","Yes","CSCN<IH>","High Plains Herbarium","","http://www.csc.edu","","","urn:lsid:biocol.org:col:15491","http://biocol.org/urn:lsid:biocol.org:col:15491","Active","","Herbarium","Updated Sep 2011.  CSCN houses Claude A. Barr,  George R. Morgan, Nathan Blindman collections, and  Sterling Betts Teaching Collection.","1000 Main Street","","","Chadron","Nebraska","","USA","","","","CHADRON","Nebraska","69337-2690","USA","Steven Rolfsmeier","","1911","Nebraska and Great Plains.","","57632","University of Nebraska Medical Center College of Pharmacy Pharmacognosy collection (2001); University of Nebraska Panhandle Station,  Scottsbluff, Nebraska (770 specimens in 2007); Historic drug plant collections from regional pharmacies (3890 specimens)",""
"http://grbio.org/institution/cebu-state-college-science-and-technology","Cebu State College of Science and Technology","Yes","CSCS<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12759","http://biocol.org/urn:lsid:biocol.org:col:12759","Active","","Herbarium","","Agricultural Biology Laboratory","College of Agriculture","Lahug","Cebu City 6000","","","Philippines","","","","CEBU CITY","","","Philippines","","","1987","Worldwide, especially southeastern Asia; weeds in agricultural fields; all groups.","","5892","",""
"http://grbio.org/institution/central-south-forestry-university","Central-South Forestry University","Yes","CSFI<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12768","http://biocol.org/urn:lsid:biocol.org:col:12768","Active","","Herbarium","","College of Forestry Resource and Environment","","","Zhuzhou 412006","Hunan","","China","","","","ZHUZHOU","Hunan","","China","Xun-Lin  Yu","","1952","China, especially Hunan; vascular plants.","","70000","","Journal of Central South Forestry University."
"http://grbio.org/institution/chenshan-botanical-garden","Chenshan Botanical Garden","Yes","CSH<IH>","Herbarium","","","","","","http://grbio.org/cool/vr0i-2neq","Active","","Herbarium","Entered Aug 2010.  The new Herbarium just opened in April 2010, with total area in 2800 sq. meters, and can ultimately  hold more than 500,000 specimens","3888 Chenhua Road, Songjiang District","","","Shanghai","","201602","China","Intersection of Shetiankun Road and Chenta Road","","","Shanghai","","201602","China","Binjie Ge","","2005","All groups of plants from eastern China","","9000","",""
"http://grbio.org/institution/california-state-university","California State University","Yes","CSLA<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14929","http://biocol.org/urn:lsid:biocol.org:col:14929","Active","","Herbarium","Updated Jul 2010.","Department of Biological Sciences","5151 State University Drive","","Los Angeles","California","","USA","5151 State University Drive.","","","LOS ANGELES","California","90032-8201","USA","Kirsten M. Fisher","","1956","Southern California; Mojave and Chihuahuan deserts; Mexico, including Baja California.","","37000","",""
"http://grbio.org/institution/california-state-polytechnic-university","California State Polytechnic University","Yes","CSPU<IH>","Herbarium","","http://www.csupomona.edu/~biology/docs/biocoll.html","","","urn:lsid:biocol.org:col:13075","http://biocol.org/urn:lsid:biocol.org:col:13075","Active","","Herbarium","Updated Aug 2012.   Marion P. Harthill bryophytes (22 000 specimens) and C. J. Humphrey's collections transferred to LAM in 1988 and to UC in 2004. All vascular plants except synoptic and vouchers transferred to RSA in 2000.  Currently revamping collection to specialize in the flora of the San Jose Hills of Southern California.","Biological Sciences Department","","","Pomona","California","","USA","3801 West Temple Avenue.","","","POMONA","California","91768-4032","USA","Edward Bobich","","1969","","","2500","",""
"http://grbio.org/institution/caucasus-state-nature-biosphere-reserve","Caucasus State Nature Biosphere Reserve","Yes","CSR<IH>","Maikop Branch Herbarium","","","","","urn:lsid:biocol.org:col:15225","http://biocol.org/urn:lsid:biocol.org:col:15225","Active","","Herbarium","","Sovetskaya Street 187","","","Maikop 385000","Adygeya","","Russia","","","","MAIKOP","Adygeya","","Russia","Tatiana V. Akatova","","1928","Russia, especially western Caucasus.","","25000","",""
"http://grbio.org/institution/university-central-oklahoma","University of Central Oklahoma","Yes","CSU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14495","http://biocol.org/urn:lsid:biocol.org:col:14495","Active","","Herbarium","Updated Mar 2010 (non-functional email address removed).","Biology Department","100 North University Drive","","Edmond","Oklahoma","","USA","","","","EDMOND","Oklahoma","73034-5209","USA","Gloria M. Caddell","","1940","Oklahoma; Mexico; southwestern U.S.; , Violaceae; , Leguminosae.","","12000","",""
"http://grbio.org/institution/chelyabinsk-state-university","Chelyabinsk State University","Yes","CSUH<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15785","http://biocol.org/urn:lsid:biocol.org:col:15785","Active","","Herbarium","Updated Sep 2006.","Botanic Garden","129 Bratiev Kashirinykh","","454021 Chelyabinsk","","","Russia","","","","CHELYABINSK","","","Russia","Vera V. Merker","","2001","Vascular plants of Russia, especially Urals, Siberia, Krasnodarsky, and European part of Russia.","","12000","",""
"http://grbio.org/institution/california-state-university-san-bernardino","California State University, San Bernardino","Yes","CSUSB<IH>","Herbarium","","Http://biology.csusb.edu/herbarium/","","","","http://grbio.org/cool/awbn-nhgx","Active","","Herbarium","","Biology Department","5500 University Parkway","","San Bernardino","California","","USA","","","","San Bernardino","California","92407","USA","Kimberlyn Williams","","1969","Vascular plants of southern California","","4800","",""
"http://grbio.org/institution/caradoc-and-severn-valley-field-club","Caradoc and Severn Valley Field Club","Yes","CSVFC<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12750","http://biocol.org/urn:lsid:biocol.org:col:12750","Active","","Herbarium","","","","","Shrewsbury, Salop","England","","United Kingdom","","","","SHREWSBURY","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/university-cape-town","University of Cape Town","Yes","CT<IH>","Guthrie Herbarium","","","","","urn:lsid:biocol.org:col:14492","http://biocol.org/urn:lsid:biocol.org:col:14492","Inactive","","Herbarium","CT (9100 specimens) transferred to BOL.","Botany Department","","","Rondebosch 7701","Western Cape Province","","South Africa","","","","CAPE TOWN","Western Cape Province","","South Africa","","","","","","","",""
"http://grbio.org/institution/chongqing-normal-university","Chongqing Normal University","Yes","CTC<IH>","Biological Herbarium III","","http://www.cqnu.edu.cn/","","","","http://grbio.org/cool/5xg6-r29r","Active","","Herbarium","Entered Aug 2012.","Yifu Experimental BuildingHuxi CampusShapingba District","","","Chongqing","Chongqing","401331","China","HuxiShapingba","","","Chongqing","","401331","China","Hai He","","1979","Bryophytes, pteridophytes and vascular plants of southwestern China","","20000","",""
"http://grbio.org/institution/instituto-de-bot%C3%A1nica-del-nordeste","Instituto de Botánica del Nordeste","Yes","CTES<IH>","Herbario &quot;Dra. Carmen L. Cristóbal&quot;","","http://ibone.unne.edu.ar/","","","urn:lsid:biocol.org:col:15603","http://biocol.org/urn:lsid:biocol.org:col:15603","Active","","Herbarium","Updated Apr 2013 (general update).","Facultad de Ciencias Agrarias","Casilla de Correo 209","","Corrientes","Corrientes","","Argentina","Casilla de Correo 209","","","CORRIENTES","Corrientes","W3400CBJ","Argentina","María Mercedes  Arbo","AR 009","1965","Worldwide, especially vascular plants and lichens of Argentina and neighboring countries.","","460000","","Bonplandia. Corrientes."
"http://grbio.org/institution/universidad-nacional-del-nordeste","Universidad Nacional del Nordeste","Yes","CTESN<IH>","Herbarium Humboldtianum","","","","","urn:lsid:biocol.org:col:15053","http://biocol.org/urn:lsid:biocol.org:col:15053","Active","","Herbarium","Updated Jan 2005.","Facultad de Ciencias Exactas y Naturales y Agrimensura","Casilla de Correo 326","","RA-3400 Corrientes","Corrientes","","Argentina","Laboratorio de Botánica Sistemática y Ecología Vegetal,  Av. Libertad 5.600A.","","","CORRIENTES","Corrientes","","Argentina","Luisa Z. Ahumada","","1968","Inventory of plant communities of Argentina, especially northwestern Patagonia, and adjacent countries; South American Aristolochiaceae;  and , Euphorbiaceae, of Argentina and adjacent countries.","","28000","","Folia botánica et geobotánica correntesiana."
"http://grbio.org/institution/free-library-and-museum","Free Library and Museum","Yes","CTN<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12846","http://biocol.org/urn:lsid:biocol.org:col:12846","Inactive","","Herbarium","CTN transferred to E.","","","","Campbeltown, Strathclyde Region","Scotland","","United Kingdom","","","","CAMPBELTOWN","Scotland","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/chongqing-teachers-college","Chongqing Teachers College","Yes","CTS<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12813","http://biocol.org/urn:lsid:biocol.org:col:12813","Active","","Herbarium","","","","","Yongchuan","Sichuan","","China","","","","YONGCHUAN","Sichuan","632168","China","","","1983","China; mosses of Sichuan, Qinghai, and Tibet; vascular plants of Sichuan.","","6000","",""
"http://grbio.org/institution/canterbury-literary-and-philosophical-institution","Canterbury Literary and Philosophical Institution","Yes","CTY<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12747","http://biocol.org/urn:lsid:biocol.org:col:12747","Inactive","","Herbarium","CTY no longer exists.","Museum","High Street","","Canterbury, Kent","England","","United Kingdom","","","","CANTERBURY","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/cornell-university","Cornell University","Yes","CU<IH>","Wiegand Herbarium","","","","","urn:lsid:biocol.org:col:12891","http://biocol.org/urn:lsid:biocol.org:col:12891","Inactive","","Herbarium","CU (323 852 specimens) incorporated in BH in 1977.","","","","Ithaca","New York","","USA","","","","ITHACA","New York","14853-4301","USA","","","","","","","",""
"http://grbio.org/institution/cumhuriyet-university","Cumhuriyet University","Yes","CUFH<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12906","http://biocol.org/urn:lsid:biocol.org:col:12906","Active","","Herbarium","Updated Mar 2013 (staff changes).","Biology Department","Faculty of Science and Literature","","58140 Sivas","","","Turkey","","","","SIVAS","","","Turkey","E. Donmez","","1983","Turkey.","","25000","Inönü University.",""
"http://grbio.org/institution/calcutta-university","Calcutta University","Yes","CUH<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12740","http://biocol.org/urn:lsid:biocol.org:col:12740","Inactive","","Herbarium","Information 1974. Formerly listed under CALCUTTA.","Botany Department","35 Ballygunge Circular Road","","Kolkata 700 019","West Bengal","","India","","","","KOLKATA","West Bengal","","India","","IN 012","1921","India, especially eastern Himalayas, Assam, West Bengal, and Sunderbans.","","25000","",""
"http://grbio.org/institution/chinese-university-hong-kong","Chinese University of Hong Kong","Yes","CUHK<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12806","http://biocol.org/urn:lsid:biocol.org:col:12806","Active","","Herbarium","","Biology Department","Shatin","","Hong Kong","Hong Kong","","China","","","","HONG KONG","Hong Kong","","China","Paul Pui-Hay But","","1965","China, especially Hong Kong.","","38000","",""
"http://grbio.org/institution/cornell-university-0","Cornell University","Yes","CUP<IH>","Plant Pathology Herbarium","","http://www.plantpath.cornell.edu/CUPpages/CUP.html","","","urn:lsid:biocol.org:col:12890","http://biocol.org/urn:lsid:biocol.org:col:12890","Active","","Herbarium","Updated Apr 2011 (staff update).","Dept. of Plant Pathology and Plant-Microbe Biology","334 Plant Science Building","","Ithaca","New York","","USA","214 Gallus Rd., Bldg. 1111 (B-House)Game Farm Road Complex","","","ITHACA","New York","14853","USA","Kathie T. Hodge","","1907","Fungi, especially of New World, Macaronesia, China, Japan, and southeastern Asia.","","400000","New York Agricultural Experiment Station, Geneva, New York.; Oklahoma A&amp;M College, Department of Botany and Plant Pathology; Iowa State College of Agricultural and Mechanical Arts; Chinese National Fungus Collection, Beijing  (in part)",""
"http://grbio.org/institution/centro-universitario-regional-del-litoral-atlantico","Centro Universitario Regional del Litoral Atlantico","Yes","CURLA<IH>","Herbario","","","","","","http://grbio.org/cool/f8qw-0c89","Inactive","","Herbarium","Entered Dec 2010.","","","","La Ceiba","Atlántida","","Honduras","","","","La Ceiba","Atlántida","","Honduras","Eydi Yanina Guerrero","","1980","Plants of Honduras","","9500","",""
"http://grbio.org/institution/cusino-wildlife-research-station","Cusino Wildlife Research Station","Yes","CUS<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12908","http://biocol.org/urn:lsid:biocol.org:col:12908","Inactive","","Herbarium","Updated May 2008. CUS incorporated in MICH in 2007.","Natural Resources Department","","","Shingleton","Michigan","","USA","","","","SHINGLETON","Michigan","49884","USA","","","","","","","",""
"http://grbio.org/institution/universidad-del-valle","Universidad del Valle","Yes","CUVC<IH>","Herbario CUVC &quot;Luis Sigifredo Espinal-Tascon&quot;","","","","","urn:lsid:biocol.org:col:15729","http://biocol.org/urn:lsid:biocol.org:col:15729","Active","","Herbarium","Updated Jun 2011. The CUVC herbarium moved to a new building in December, 2010, with a space of 400 m2 for the collection.","Departamento de Biología","Apartado Aéreo 25360","","Cali","Valle del Cauca","","Colombia","","","","CALI","Valle del Cauca","","Colombia","Philip Arthur Silverstone-Sopkin","","1966","Neotropics, especially western Colombia.","","60000","",""
"http://grbio.org/institution/clark-university","Clark University","Yes","CUW<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12825","http://biocol.org/urn:lsid:biocol.org:col:12825","Active","","Herbarium","updated December 2008.  Part of CUW (vascular plants) transferred to GH in 1985.","Biology Department","","","Worcester","Massachusetts","","USA","950 Main Street.","","","WORCESTER","Massachusetts","01610-1477","USA","David Hibbett","","","Lichens; coralline algae (Rhodophyta); fungi (Basidiomycetes)","","47000","",""
"http://grbio.org/institution/universidad-nacional-san-antonio-abad-del-cusco","Universidad Nacional San Antonio Abad del Cusco","Yes","CUZ<IH>","Herbario Vargas","","","","","urn:lsid:biocol.org:col:14364","http://biocol.org/urn:lsid:biocol.org:col:14364","Active","","Herbarium","","Facultad de Ciencias Biológicas","Apartado 367","","Cuzco","","","Peru","Avenida de la Cultura, Pabellón C-108.","","","CUZCO","","","Peru","Percy Nuñez Vargas","","1936","Southern Peru.","","52000","","Boletin de la Sociedad Botánica del Sur-Perú.; Cantua."
"http://grbio.org/institution/clinch-valley-college-university-virginia","Clinch Valley College, University of Virginia","Yes","CVCW<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12863","http://biocol.org/urn:lsid:biocol.org:col:12863","Active","","Herbarium","Updated Mar 2010 (non-functional email address removed).","Biology Department","","","Wise","Virginia","","USA","","","","WISE","Virginia","24293-0016","USA","J. Rex Baird","","1968","Southwestern Virginia, especially Wise County.","","4000","",""
"http://grbio.org/institution/city-museum","City Museum","Yes","CVM<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12820","http://biocol.org/urn:lsid:biocol.org:col:12820","Inactive","","Herbarium","CVM no longer exists.","Natural History Department","","","286 01 Cáslav","","","Czech Republic","","","","CÁSLAV","","","Czech Republic","","","","","","","",""
"http://grbio.org/institution/reserva-natural-da-vale","Reserva Natural da Vale","Yes","CVRD<IH>","Herbário","","","","","urn:lsid:biocol.org:col:13923","http://biocol.org/urn:lsid:biocol.org:col:13923","Active","","Herbarium","Updated Dec 2010.","Caixa Postal 91","","","29900-970 Linhares","Espírito Santo","","Brazil","BR Highway 101, Km 120 N.","","","LINHARES","Espírito Santo","","Brazil","Luis Felipe Campos","","1963","Reserva Natural da Vale; vascular plants.","","14000","",""
"http://grbio.org/institution/kharkov-state-university","Kharkov State University","Yes","CWB<IH>","Herbarium","","http://www.garden.kharkov.ua","","","urn:lsid:biocol.org:col:15836","http://biocol.org/urn:lsid:biocol.org:col:15836","Inactive","","Herbarium","CWB same as CWU. Use CWU.","Botanic Garden","Klochkovskaya 52","","61002 Kharkov","","","Ukraine","","","","KHARKOV","","","Ukraine","","","","","","","",""
"http://grbio.org/institution/central-wyoming-college","Central Wyoming College","Yes","CWC<IH>","Herbarium","","http://fcwp.org/Herbarium_files/Herbarium.htm","","","urn:lsid:biocol.org:col:15029","http://biocol.org/urn:lsid:biocol.org:col:15029","Active","","Herbarium","Updated Jun 2012  (email address for correspondent updated).","1446 Cowboy Lane.","","","Riverton","Wyoming","","USA","1446 Cowboy Lane.","","","RIVERTON","Wyoming","82501","USA","Richard W. Scott","","1975","Western North America, especially Wyoming and Rocky Mountains; alpine vascular plants; weeds of the western U.S., approx. 1000 non-vascular plants, mostly lichens and mosses.","","45000","",""
"http://grbio.org/institution/cawdor-castle","Cawdor Castle","Yes","CWDR<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12758","http://biocol.org/urn:lsid:biocol.org:col:12758","Inactive","","Herbarium","CWDR no longer exists.","","","","Cawdor","Scotland","","United Kingdom","","","","CAWDOR","Scotland","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/v-n-karasin-national-university","V. N. Karasin National University","Yes","CWU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14708","http://biocol.org/urn:lsid:biocol.org:col:14708","Active","","Herbarium","CWU same as CWB. Use CWU. Name of university changed from Kharkov State University to V. N. Karasin National University. CWU consists of three parts: 1) Kharkov Botanical Garden; 2) Department of Botany; 3) Department of Mycology and Plant Resistance.","4 Svobody Square","","","61077 Kharkov","","","Ukraine","","","","KHARKOV","","","Ukraine","Alexander Yu. Akulov","","1825","Western, central, and eastern Europe.","","130000","",""
"http://grbio.org/institution/chipstead-valley-primary-school","Chipstead Valley Primary School","Yes","CYN<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12808","http://biocol.org/urn:lsid:biocol.org:col:12808","Inactive","","Herbarium","CYN on loan to SLBI.","Croydon Natural History and Scientific Society Limited","Chipstead Valley Road","","Coulsdon, Surrey","England","","United Kingdom","","","","COULSDON","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/ministry-agriculture-natural-resources-and-environment","Ministry of Agriculture, Natural Resources and Environment","Yes","CYP<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13586","http://biocol.org/urn:lsid:biocol.org:col:13586","Active","","Herbarium","","Forestry Department","","","CY-1414 Nicosia","","","Cyprus","","","","NICOSIA","","","Cyprus","Kyriacos  Kyriacou","","1988","Mainly plants of Cyprus.","","5000","",""
"http://grbio.org/institution/bangladesh-national-herbarium","Bangladesh National Herbarium","Yes","DACB<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15070","http://biocol.org/urn:lsid:biocol.org:col:15070","Active","","Herbarium","Updated Jun 2001.","Chiriakhana Road, Mirpur 1","","","Dhaka 1216","","","Bangladesh","","","","DHAKA","","","Bangladesh","M. Matiur Rahman","","1970","Bangladesh, especially vascular plants.","","100000","","Bangladesh Journal of Plant Taxonomy.; Flora of Bangladesh."
"http://grbio.org/institution/mountain-botanical-garden-dagestan-scientific-centre","Mountain Botanical Garden of the  Dagestan Scientific Centre","Yes","DAG<IH>","Herbarium","","http://www.gorbs.ru","","","","http://grbio.org/cool/fgyi-a51v","Active","","Herbarium","Entered Jun 2011.","M. Gadjieva str., 45","","","Makhachkala","Dagestan","","Russia","M. Gadjieva str., 45","","","Makhachkala","Dagestan","367000","Russia","Ramazan Alibegovich Murtazaliev","","1972","","","8500","",""
"http://grbio.org/institution/universit%C3%A9-cheikh-anta-diop","Université Cheikh Anta Diop","Yes","DAKAR<IH>","Herbier","","","","","urn:lsid:biocol.org:col:14429","http://biocol.org/urn:lsid:biocol.org:col:14429","Active","","Herbarium","","Département de Biologie Végétale","Faculté des Sciences et Techniques","B.P. 5005","Dakar","","","Senegal","","","","DAKAR","","","Senegal","Amadou Tidiane Ba","","1960","West Africa, especially Senegal, Burkina Faso, and Ghana; Poaceae; Fabaceae; Cyperaceae; Rubiaceae","","12000","",""
"http://grbio.org/institution/dalhousie-university","Dalhousie University","Yes","DAL<IH>","Herbarium","","http://is.dal.ca","","","urn:lsid:biocol.org:col:12910","http://biocol.org/urn:lsid:biocol.org:col:12910","Active","","Herbarium","","Biology Department","","","Halifax","Nova Scotia","","Canada","","","","HALIFAX","Nova Scotia","B3H 4J1","Canada","Carman A. Mills","","1930","Nova Scotia.","","10000","",""
"http://grbio.org/institution/umweltamt-darmstadt","Umweltamt Darmstadt","Yes","DANV<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14253","http://biocol.org/urn:lsid:biocol.org:col:14253","Active","","Herbarium","","Naturwissenschaftlicher Verein Darmstadt","Bessunger Str. 125 - Block C","","D-64295 Darmstadt","","","Germany","","","","DARMSTADT","","","Germany","Klaus-Dieter  Jung","","1930","Europe.","","30000","",""
"http://grbio.org/institution/agriculture-and-agri-food-canada-0","Agriculture and Agri-Food Canada","Yes","DAS<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12560","http://biocol.org/urn:lsid:biocol.org:col:12560","Active","","Herbarium","Formerly listed under REGINA.","Saskatoon Research Centre","107 Science Place","","Saskatoon","Saskatchewan","","Canada","","","","SASKATOON","Saskatchewan","S7N 0X2","Canada","A. Gordon Thomas","","1964","Weedy vascular plants; western Canada.","","4500","",""
"http://grbio.org/institution/university-daugavpils","University of Daugavpils","Yes","DAU<IH>","Herbarium","","http://www.biology.lv","","","","http://grbio.org/cool/5kzt-1v54","Active","","Herbarium","Updated Mar 2012.","Laboratory of Systematic Botany","Institute of Systematic Biology","13 Vienibas Street","LV-5401 Daugavpils","","","Latvia","","","","DAUGAVPILS","","","Latvia","Peteris Evarts-Bunders","","1952","Vascular plants of Latgale (region of Eastern Latvia); water macrophytes (including Charophyta) of Latvia, especially protected plants of Latvia; allochtonous vascular plants of Latvia; vascular plants of Eastern Europe.  The herbarium of K. Starcs contains about 20 000 specimens of arboreal taxa (mostly Salicaceae and Betulaceae) from the first half of 20th century.","","74000","","Acta Biologica Universitatis Daugavpiliensis."
"http://grbio.org/institution/university-california","University of California","Yes","DAVH<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15392","http://biocol.org/urn:lsid:biocol.org:col:15392","Inactive","","Herbarium","Updated Dec 2006. DAVH (8000 specimens) transferred to DAV in 1997. Contact Jean V. Shepard, herbarium@ucdavis.edu","Environmental Horticulture Department","","","Davis","California","","USA","","","","DAVIS","California","95616","USA","","","","Woody ornamentals.","","","",""
"http://grbio.org/institution/dawes-arboretum","The Dawes Arboretum","Yes","DAWES<IH>","Herbarium","","","","","","http://grbio.org/cool/fxs9-6p9j","Active","","Herbarium","Entered Feb 2011.","7770 Jacksontown Rd. SE","","","Newark","Ohio","43056","USA","7770 Jacksontown Rd. SE","","","Newark","Ohio","43056","USA","David M. Brandenburg","","1990","Plants of the midwestern U.S., woody ornamentals.","","6000","","Daweswood."
"http://grbio.org/institution/university-college-0","University College","Yes","DBC<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14459","http://biocol.org/urn:lsid:biocol.org:col:14459","Inactive","","Herbarium","DBC transferred to DBN.","Botany Department","Stillorgan Road, Belfield","","Dublin","","","Ireland","","","","DUBLIN","","","Ireland","","","","","","","",""
"http://grbio.org/institution/denver-botanic-gardens","Denver Botanic Gardens","No","DBG","","","http://www.botanicgardens.org/","","","urn:lsid:biocol.org:col:12925","http://biocol.org/urn:lsid:biocol.org:col:12925","Active","Private, non-profit: General","Botanical Garden (with or without associated herbarium)","","Denver Botanic Gardens","","1005 York Street","Denver","Colorado","80206-3799","USA","Denver Botanic Gardens","1007 York Street","","Denver","Colorado","80206-3799","USA","Richard Allman Levy","US 010","","","","","",""
"http://grbio.org/institution/national-botanic-gardens","National Botanic Gardens","Yes","DBN<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15357","http://biocol.org/urn:lsid:biocol.org:col:15357","Active","","Herbarium","Updated Sep 2006. Formerly National Museum of Ireland, Kildare Street, Dublin. DBN and DUB amalgamated in 1970. Use DBN.  Augustine Henry Forestry Herbarium, J. G. Baker fern collection [ex Colonial exhibition in London in 1886], H. C. Levinge ferns, Admiral Jones lichen herbaria separate and many cryptogam exsiccati intact.  Substantial collections still unincorporated (DBC, CRK), including early collections from Britain, Europe, South Africa, Australia, India, and China.  About 30 000 economic collections formerly displayed in National Museum of Ireland.","Glasnevin","","","Dublin 9","","","Ireland","","","","DUBLIN","","","Ireland","Matthew Jebb","","1847","Worldwide, especially Ireland and Britain; historical collecctions of eastern Canada and Australia; all groups.","","600000","Part of CRK (vascular planst); DBC; DUB; IRDA; LIMFC in 1983; MII; OSI; RDS.","Occasional Papers.; Glasra."
"http://grbio.org/institution/derby-museum-and-art-gallery","Derby Museum and Art Gallery","Yes","DBY<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12823","http://biocol.org/urn:lsid:biocol.org:col:12823","Active","","Herbarium","Updated Aug 2008.","The Strand","","","Derby, Derbyshire, DE1 1BS","England","","United Kingdom","","","","DERBY","England","","United Kingdom","Nick Moyes","","","","","10000","",""
"http://grbio.org/institution/davidson-college","Davidson College","Yes","DCH<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12918","http://biocol.org/urn:lsid:biocol.org:col:12918","Inactive","","Herbarium","DCH (20 000 specimens) transferred to WCUH and UNCC in 1996.","Biology Department","","","Davidson","North Carolina","","USA","","","","DAVIDSON","North Carolina","28036-1719","USA","","","","","","","",""
"http://grbio.org/institution/museum-and-art-gallery","Museum and Art Gallery","Yes","DCR<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13645","http://biocol.org/urn:lsid:biocol.org:col:13645","Active","","Herbarium","","Doncaster Metropolitan Borough","Chequer Road","","Doncaster, South Yorkshire","England","","United Kingdom","","","","DONCASTER","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/forest-research-institute-indian-council-forestry-research-and-education","Forest Research Institute, Indian Council of Forestry Research and Education","Yes","DD<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13033","http://biocol.org/urn:lsid:biocol.org:col:13033","Active","","Herbarium","Types not sent on loan.","Systematic Botany Discipline","Botany Division","P.O. New Forest","Dehra Dun 248 006","Uttar Pradesh","","India","","","","DEHRA DUN","Uttar Pradesh","","India","Sas  Biswas","IN 003","1890","Worldwide, especially Indian subcontinent.","","340000","","Indian Forest Leaflet.; Indian Forest Records."
"http://grbio.org/institution/debrecen-university","Debrecen University","Yes","DE<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15158","http://biocol.org/urn:lsid:biocol.org:col:15158","Active","","Herbarium","Updated Oct 2005. DE formerly housed at Kossuth University and Debrecen Agricultural University, respectively.","Botany Department","Faculty of Science and Agriculture","P.O. Box 14","H-4010 Debrecen","","","Hungary","Egyetem tér 1.","","","DEBRECEN","","","Hungary","Gábor  Matus","","","Carpathian Basin, especially the eastern and northeastern parts, covering East-Hungary and Transylvania.","","70000","",""
"http://grbio.org/institution/agnes-scott-college","Agnes Scott College","Yes","DECA<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12550","http://biocol.org/urn:lsid:biocol.org:col:12550","Inactive","","Herbarium","Updated Apr 2010.  DECA is no longer active.  Salvageable specimens have been  transferred to GA on long-term loan.","Biology Department","","","","Georgia","","USA","","","","DECATUR","","","USA","","","1906","All groups, except non-lichenized fungi, of southeastern U.S., especially Georgia.","","3000","",""
"http://grbio.org/institution/douglas-ecological-consultants","Douglas Ecological Consultants","Yes","DECV<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12954","http://biocol.org/urn:lsid:biocol.org:col:12954","Inactive","","Herbarium","DECV (10 000 specimens) transferred to V.","R.R. 2","","","Duncan","British Columbia","","Canada","","","","VICTORIA","British Columbia","V9L 1N9","Canada","","","","","","","",""
